Suzhou,31.30227,120.63132
Hongkong,22.27534,114.16546
Changsha,28.25591,112.98626
Shanghai,31.40527,121.48941
Chongqing,29.40268,106.54041
Chengdu,30.65984,104.10194
Dali,25.60648,100.26764
Lijiang,26.87721,100.22549
Xiamen,24.48405,118.03394
Guilin,25.31402,110.30188
Wuxi,31.52853,120.28429
Nanjing,31.32751,118.8921
Toronto,43.651070,-79.347015
New York,40.730610,-73.935242
Boston,42.361145,-71.057083
Washington D.C.,38.89511,-77.03637
Alaska,66.160507,-153.369141
